"Package";"Item";"Title"
"RPANDA";"Phyllostomidae";"Phyllostomidae phylogeny"
"RPANDA";"Phyllostomidae_genera";"Phylogenies of Phyllostomidae genera"
"rpanel";"Clyde";"Water quality in the River Clyde"
"rpanel";"CofE";"Giving in the Church of England"
"rpanel";"SO2";"Sulphur dioxide measurements over Europe"
"rpanel";"aircond";"Intervals between the failure of air-conditioning equipment in aircraft"
"rpanel";"co2.emissions (worldbank)";"Data on CO2 emissions, GDP, life.expectancy and population for the countries of the world between 1960 and 2007"
"rpanel";"gdp (worldbank)";"Data on CO2 emissions, GDP, life.expectancy and population for the countries of the world between 1960 and 2007"
"rpanel";"gullweight";"The weights of herring gulls captured at different times of year"
"rpanel";"life.expectancy (worldbank)";"Data on CO2 emissions, GDP, life.expectancy and population for the countries of the world between 1960 and 2007"
"rpanel";"luthor";"Repeated measurements on leutinizing hormone in cows"
"rpanel";"poisons";"Survival times of animals subjected to different poisons and treatment"
"rpanel";"population (worldbank)";"Data on CO2 emissions, GDP, life.expectancy and population for the countries of the world between 1960 and 2007"
"rpanel";"river";"Temperature and DO threshold in the River Clyde"
"rpanel";"rodent";"The mass and speed of quadrupedal rodents"
"rpart.plot";"ptitanic";"Titanic data with passenger names and other details removed."
"Rpdb";"elements";"Periodic Table of the Elements"
"Rpdb";"universalConstants";"universal Constants"
"rpdo";"pdo";"Pacific Decadal Oscillation Index"
"RpeakChrom";"col";"Parameters data frame for columnar measurements."
"RpeakChrom";"parameters_col_metoxi";"Parameters data frame for sulphadimetoxine columnar measurements."
"RpeakChrom";"parameters_dead";"Parameters data frame for dead marker measurements."
"RpeakChrom";"parameters_ext";"Parameters data frame for Kbr extracolumnar measurements."
"RpeakChrom";"peak";"Peak read using readChrom function."
"RPEnsemble";"R";"A rotation matrix"
"rpf";"LSAT6";"Description of LSAT6 data"
"rpf";"LSAT7";"Description of LSAT7 data"
"rpf";"kct.items (kct)";"Knox Cube Test dataset"
"rpf";"kct.people (kct)";"Knox Cube Test dataset"
"rpf";"sfif (science)";"Liking for Science dataset"
"rpf";"sfpf (science)";"Liking for Science dataset"
"rpf";"sfsf (science)";"Liking for Science dataset"
"rpf";"sfxf (science)";"Liking for Science dataset"
"Rphylip";"chloroplast";"Example datasets"
"Rphylip";"cotton";"Example datasets"
"Rphylip";"primates";"Example datasets"
"Rphylip";"primates.bin";"Example datasets"
"Rphylip";"restriction.data";"Example datasets"
"rPlant";"DNA.fasta";"Data Sets"
"rPlant";"PROTEIN.fasta";"Data Sets"
"rPlant";"fasta_aa.aln";"Data Sets"
"rPlant";"fasta_dna.aln";"Data Sets"
"rPlant";"geno_test.tfam";"Data Sets"
"rPlant";"geno_test.tped";"Data Sets"
"rPlant";"phylip_interleaved_aa.aln";"Data Sets"
"rPlant";"phylip_interleaved_dna.aln";"Data Sets"
"rPlant";"simulation1.map";"Data Sets"
"rPlant";"simulation1.ped";"Data Sets"
"rplos";"isocodes";"Country names and FIPS codes"
"rplos";"plosfields";"PLoS API fields to use for searching/retreiving data."
"RPMM";"IllumBeta (IlluminaMethylation)";"DNA Methylation Data for Normal Tissue Types"
"RPMM";"tissue (IlluminaMethylation)";"DNA Methylation Data for Normal Tissue Types"
"rpms";"CE";"CE Consumer expenditure data (first quarter of 2014)"
"rpnf";"DOW";"This is some free available quote data for the DOW Chemical Company."
"rpostgis";"roe_gps_data";"Example data from a GPS tracking project"
"rpostgis";"roe_raster";"Example data from a GPS tracking project"
"rpostgis";"roe_sensors_animals_tables";"Example data from a GPS tracking project"
"rpostgis";"roe_vector_geom";"Example data from a GPS tracking project"
"rPowerSampleSize";"data (data.sim)";"Simulated data"
"RPPanalyzer";"HKdata";"Reverse phase protein array data of siRNA transfected cell line"
"RPPanalyzer";"dataI";"Reverse phase protein array rawdata, samples serially diluted"
"RPPanalyzer";"dataII";"Reverse phase protein array data, samples from a stimulation time course"
"RPPanalyzer";"dataIII";"Reverse phase protein array data from original cancer specimen"
"RPPanalyzer";"sampledescription.old";"sample description file"
"RPPanalyzer";"ser.dil.samples";"Reverse phase protein array rawdata, samples serially diluted"
"RPPanalyzer";"slidedescription.old";"slide description file"
"rprev";"UKmortality";"General population survival data."
"rprev";"prevsim";"Simulated patient dataset."
"rpsftm";"immdef";"immdef"
"rptR";"BeetlesBody";"BeetlesBody dataset"
"rptR";"BeetlesFemale";"BeetlesFemale dataset"
"rptR";"BeetlesMale";"BeetlesMale dataset"
"RQGIS";"dem";"Digital elevation model (DEM) of the Mongón study area."
"RQGIS";"ndvi";"Normalized difference vegetation index for the Mongón study area."
"RQGIS";"random_points";"Random points."
"Rquake";"ASW.vel";"1D Velocity Ecuador"
"Rquake";"LITHOS.vel";"1D Velocity Ecuador"
"Rquake";"StHelens4.vel";"1D Velocity Ecuador"
"Rquake";"coso_sta_LLZ";"Coso Station File"
"Rquake";"fuj1.vel";"1D Velocity Ecuador"
"Rquake";"jap1.vel";"1D Velocity Ecuador"
"Rquake";"montserat.vel";"1D Velocity Ecuador"
"Rquake";"wu_coso.vel";"1D Velocity Ecuador"
"RQuantLib";"tsQuotes";"Vol Cube Example Data Short time series examples"
"RQuantLib";"vcube";"Vol Cube Example Data"
"rr";"nigeria";"Nigeria Randomized Response Survey Experiment on Social Connections to Armed Groups"
"Rramas";"coryphanthaA";"Transition matrices of three Coryphantha robbinsorum populations"
"Rramas";"coryphanthaB";"Transition matrices of three Coryphantha robbinsorum populations"
"Rramas";"coryphanthaC";"Transition matrices of three Coryphantha robbinsorum populations"
"RRate";"param";"Example summary statistics"
"RRate";"smryStats1";"Example summary statistics"
"RRate";"smryStats2";"Example summary statistics"
"rrcov";"Appalachia";"Annual maximum streamflow in central Appalachia"
"rrcov";"Cascades";"Annual precipitation totals for the North Cascades region"
"rrcov";"OsloTransect";"Oslo Transect Data"
"rrcov";"bus";"Automatic vehicle recognition data"
"rrcov";"bushmiss";"Campbell Bushfire Data with added missing data items"
"rrcov";"fish";"Fish Catch Data Set"
"rrcov";"hemophilia";"Hemophilia Data"
"rrcov";"lmom32";"Hosking and Wallis Data Set, Table 3.2"
"rrcov";"lmom33";"Hosking and Wallis Data Set, Table 3.3"
"rrcov";"maryo";"Marona and Yohai Artificial Data"
"rrcov";"pottery";"Archaic Greek Pottery data"
"rrcov";"pottery.test (pottery)";"Archaic Greek Pottery data"
"rrcov";"rice";"Rice taste data"
"rrcov";"salmon";"Salmon data"
"rrcov";"un86";"United Nations Data - 1986"
"rrcov";"wages";"Wages and Hours"
"rrcovHD";"Cars";"Consumer reports car data: dimensions"
"rrcovHD";"kibler";"1985 Auto Imports Database"
"rrcovHD";"kibler.orig (kibler)";"1985 Auto Imports Database"
"rrcovHD";"olitos";"Olive Oil Data"
"rrcovHD";"soil";"Exchangable cations in forest soil data set"
"rrcovNA";"bush10";"Campbell Bushfire Data with added missing data items (10 percent)"
"rrcovNA";"ces";"Consumer Expenditure Survey Data"
"rrecsys";"mlLatest100k";"Movielens Latest"
"rrefine";"lateformeeting";"a \"dirty\" data set to demonstrate rrefine features"
"rrefine";"lfm_clean";"a \"clean\" version of the lateformeeting sample data set"
"RRF";"imports85";"The Automobile Data"
"rrr";"COMBO17";"MMST COMBO17 DATA"
"rrr";"pendigits";"MMST PENDIGITS DATA"
"rrr";"tobacco";"MMST TOBACCO DATA"
"RRreg";"minarets";"Minaret Data"
"RRTCS";"BarLevData";"Randomized Response Survey on industrial company income"
"RRTCS";"ChaudhuriChristofidesData";"Randomized Response Survey on agricultural subsidies"
"RRTCS";"ChaudhuriChristofidesDatapij";"Matrix of the second-order inclusion probabilities"
"RRTCS";"ChristofidesData";"Randomized Response Survey on eating disorders"
"RRTCS";"DevoreData";"Randomized Response Survey on instant messaging"
"RRTCS";"DianaPerri1Data";"Randomized Response Survey on defrauded taxes"
"RRTCS";"DianaPerri2Data";"Randomized Response Survey of a simulated population"
"RRTCS";"EichhornHayreData";"Randomized Response Survey on family income"
"RRTCS";"ErikssonData";"Randomized Response Survey on student cheating"
"RRTCS";"ForcedResponseData";"Randomized Response Survey of a simulated population"
"RRTCS";"ForcedResponseDataSt";"Randomized Response Survey on infertility"
"RRTCS";"HorvitzData";"Randomized Response Survey on student bullying"
"RRTCS";"HorvitzDataRealSurvey";"Randomized Response Survey on a sensitive questions"
"RRTCS";"HorvitzDataStCl";"Randomized Response Survey on infidelity"
"RRTCS";"HorvitzUBData";"Randomized Response Survey on drugs use"
"RRTCS";"KukData";"Randomized Response Survey on excessive sexual activity"
"RRTCS";"MangatSinghData";"Randomized Response Survey on cannabis use"
"RRTCS";"MangatSinghSinghData";"Randomized Response Survey on internet betting"
"RRTCS";"MangatSinghSinghUBData";"Randomized Response Survey on overuse of the internet"
"RRTCS";"SahaData";"Randomized Response Survey on spending on alcohol"
"RRTCS";"SinghJoarderData";"Randomized Response Survey on compulsive spending"
"RRTCS";"SoberanisCruzData";"Randomized Response Survey on speeding"
"RRTCS";"WarnerData";"Randomized Response Survey on alcohol abuse"
"RSA";"motcon";"Data set on motive congruence."
"RSA";"motcon2";"Another data set on motive congruence."
"RSADBE";"Bug_Metrics_Software";"Bug Metrics Data"
"RSADBE";"CART_Dummy";"A cooked-data set for illustration of the partitions of CART concept"
"RSADBE";"CT";"The Cow Temperature Data"
"RSADBE";"DCD";"Understanding Drain Current Vs Ground-to-Source Voltage"
"RSADBE";"GC";"German Credit Screening Data"
"RSADBE";"Gasoline";"Car Mileage Dataset"
"RSADBE";"IO_Time";"CPU Time and IO Processes Relationship"
"RSADBE";"MDR";"Male Death Rates"
"RSADBE";"OF";"Understanding the Overfitting Problem"
"RSADBE";"PW_Illus";"A data set for illustrating \"Piecewise Linear Regression Model\""
"RSADBE";"SCV";"An illustrative data set where the \"Response\" depends on four variables A-D and a fifth categorical variable"
"RSADBE";"SCV_Modified";"SCV data set by category \"Modified\""
"RSADBE";"SCV_Usual";"SCV data set with caterogy \"Usual\""
"RSADBE";"SPD";"The supervisor performance data"
"RSADBE";"SQ";"Sample Questionnaire Data"
"RSADBE";"Samplez";"A hypothetical data set"
"RSADBE";"Severity_Counts";"Severity counts for the JDT software"
"RSADBE";"TheWALL";"Test centuries of Rahul Dravid"
"RSADBE";"VD";"Voltage Drop Dataset"
"RSADBE";"employ";"A data set used for understanding the very basic steps in R"
"RSADBE";"galton";"The famous Galton data set"
"RSADBE";"lowbwt";"Low Birth Weight"
"RSADBE";"octane";"Octane Rating Data set"
"RSADBE";"resistivity";"Resistivity of wires"
"RSADBE";"sat";"SAT-M marks and its impact on the final exams of a course"
"RSADBE";"simpledata";"A simulated data set for illustrating the ROC concept"
"rsae";"landsat";"LANDSAT data: Prediction of County Crop Areas Using Survey and Satellite Data"
"RSAGA";"dem (landslides)";"Landslide Inventory and DEM"
"RSAGA";"landslides";"Landslide Inventory and DEM"
"RSAgeo";"gdata";"Dataset for RSA"
"Rsampling";"azteca";"An experiment on ant recruitment"
"Rsampling";"embauba";"Vine infestation on Cecropia trees"
"Rsampling";"peucetia";"Preference of hunting spiders by hairy leaves"
"Rsampling";"pielou";"Aphids recorded on goldenrods"
"Rsampling";"rhyzophora";"Allometry in mangrove trees"
"rsatscan";"NHumbersidecas";"North Humberside leukemian and lymphoma example- cases"
"rsatscan";"NHumbersidectl";"North Humberside leukemian and lymphoma example- controls"
"rsatscan";"NHumbersidegeo";"North Humberside leukemian and lymphoma example- geography"
"rsatscan";"NMcas";"New Mexico Brain Cancer example- cases"
"rsatscan";"NMgeo";"New Mexico Brain Cancer example- geography"
"rsatscan";"NMpop";"New Mexico Brain Cancer example- population"
"rsatscan";"NYCfevercas";"New York City Fever example- cases"
"rsatscan";"NYCfevergeo";"New York City Fever example- geography"
"RSCABS";"exampleHistData";"Example histology data"
"RSDA";"Cardiological";"Cardiological data example"
"RSDA";"StudentsGrades";"Data Example"
"RSDA";"USCrime";"Us crime classic data table"
"RSDA";"VeterinaryData";"Symbolic interval data example"
"RSDA";"abalone";"SODAS XML data file."
"RSDA";"ex1_db2so";"Data example to generate symbolic objets"
"RSDA";"ex_cfa1";"Correspondence Analysis Example"
"RSDA";"ex_cfa2";"Correspondence Analysis Example"
"RSDA";"example1";"Data Example 1"
"RSDA";"example2";"Data Example 2"
"RSDA";"example3";"Data Example 3"
"RSDA";"example4";"Data Example 4"
"RSDA";"example5";"Data Example 5"
"RSDA";"example6";"Data Example 7"
"RSDA";"example7";"Data Example 7"
"RSDA";"facedata";"Face Data Example"
"RSDA";"int_prost_test";"Linear regression model data example"
"RSDA";"int_prost_train";"Linear regression model data example"
"RSDA";"lynne1";"Symbolic interval data example"
"RSDA";"lynne2";"Symbolic interval data example"
"RSDA";"oils";"Ichino Oils example data"
"RSDA";"uscrime_int";"Us crime interval data table"
"RSEIS";"CE1";"Single Seismogram"
"RSEIS";"GH";"Earthquake Seismic Data"
"RSEIS";"KH";"Volcano Seismic Data"
"RSEIS";"OH";"Delta-O18 isotpe record"
"RSEIS";"VELMOD1D";"Sample Velocity Model"
"rsem";"mardiamv25";"Simulated data"
"rsem";"mardiamv25_contaminated";"Simulated data"
"rsgcc";"rnaseq (rsgcc)";"example of RNA-Seq gene expression data"
"RSGHB";"choicedata";"A synthetic discrete choice dataset"
"RSiena";"HN3401 (RSiena)";"Network data: excerpt from 'Dutch Social Behavior Data Set' of Chris Baerveldt."
"RSiena";"HN3403 (RSiena)";"Network data: excerpt from 'Dutch Social Behavior Data Set' of Chris Baerveldt."
"RSiena";"HN3404 (RSiena)";"Network data: excerpt from 'Dutch Social Behavior Data Set' of Chris Baerveldt."
"RSiena";"HN3406 (RSiena)";"Network data: excerpt from 'Dutch Social Behavior Data Set' of Chris Baerveldt."
"RSiena";"N3401 (RSiena)";"Network data: excerpt from 'Dutch Social Behavior Data Set' of Chris Baerveldt."
"RSiena";"N3403 (RSiena)";"Network data: excerpt from 'Dutch Social Behavior Data Set' of Chris Baerveldt."
"RSiena";"N3404 (RSiena)";"Network data: excerpt from 'Dutch Social Behavior Data Set' of Chris Baerveldt."
"RSiena";"N3406 (RSiena)";"Network data: excerpt from 'Dutch Social Behavior Data Set' of Chris Baerveldt."
"RSiena";"allEffects";"Internal data frame used to construct effect objects."
"RSiena";"s501 (RSiena)";"Network 1 data: excerpt from 'Teenage Friends and Lifestyle Study' data."
"RSiena";"s502 (RSiena)";"Network 2 data: excerpt from 'Teenage Friends and Lifestyle Study' data."
"RSiena";"s503 (RSiena)";"Network 3 data: excerpt from 'Teenage Friends and Lifestyle Study' data."
"RSiena";"s50a (RSiena)";"Alcohol use data: excerpt from 'Teenage Friends and Lifestyle Study' data"
"RSiena";"tmp3 (RSiena)";"van de Bunt's Freshman dataset, time point 3"
"RSiena";"tmp4 (RSiena)";"van de Bunt's Freshman dataset, time point 4"
"RSIP";"Data_station";"The data set for illustratrating the functions of the RSIP package"
"RSKC";"DBWorld";"E-mails from DBWorld mailing list"
"RSKC";"DutchUtility";"Multiple Features Data Set of Robert P.W. Duin."
"RSKC";"bitmapLab";"Optical Recognition of Handwritten Digits of Frank A, Asuncion A (2010)."
"RSKC";"bitmapMat";"Optical Recognition of Handwritten Digits of Frank A, Asuncion A (2010)."
"RSKC";"optd";"Optical Recognition of Handwritten Digits of Frank A, Asuncion A (2010)."
"RSKC";"rawDBWorld";"E-mails from DBWorld mailing list"
"RSMET";"meteofrance";"Snow Weather Data in France"
"RSMET";"meteofranceSynop";"SYNOP Weather Data in France"
"rsml";"anagallis";"Root system of a anagallis plant in 3D"
"rsml";"lupin";"Root system of a lupin plant in 2D"
"rsml";"maize";"Root system of a maize plant in 3D"
"RSNNS";"snnsData";"Example data of the package"
"RSofia";"irismod";"A Slight Modification to Edgar Anderson's Iris Data"
"RSofia";"sofia_ml_test";"Internal RSofia Functions"
"RSofia";"sofia_ml_train";"Internal RSofia Functions"
"Rsomoclu";"rgbs";"tiny rgbs data"
"rSPACE";"IrregularYrs";"Possible sampling frame for irregular visits across years"
"rsq";"hcrabs";"Satellites of Female Horseshoe Crabs"
"rsq";"hschool";"Attendance Behavior of High School Juniors"
"rsq";"lifetime";"Test Results of Lifetime in Two Different Environments."
"Rssa";"AustralianWine";"Australian Wine Sales"
"Rssa";"Barbara";"Classical 'Barbara' image (color, wide)"
"Rssa";"Mars";"Webcam image of Mars"
"Rssa";"MotorVehicle";"Total U.S. Domestic and Foreign Car Sales"
"Rssa";"USUnemployment";"U.S. unemployment figures"
"RSSL";"diabetes";"diabetes data for unit testing"
"RSSL";"svmlin_example";"Test data from the svmlin implementation"
"RSSL";"testdata";"Example semi-supervised problem"
"RSSL";"wdbc";"wdbc data for unit testing"
"RSSOP";"object";"An Object From Class Of creatArea"
"rstanarm";"bball1970";"Datasets for rstanarm examples"
"rstanarm";"bball2006";"Datasets for rstanarm examples"
"rstanarm";"kidiq";"Datasets for rstanarm examples"
"rstanarm";"mortality";"Datasets for rstanarm examples"
"rstanarm";"radon";"Datasets for rstanarm examples"
"rstanarm";"roaches";"Datasets for rstanarm examples"
"rstanarm";"tumors";"Datasets for rstanarm examples"
"rstanarm";"wells";"Datasets for rstanarm examples"
"RStoolbox";"lsat";"Landsat 5TM Example Data"
"RStoolbox";"rlogo";"Rlogo as RasterBrick"
"RStoolbox";"srtm";"SRTM Digital Elevation Model"
"RStorm";"sentences";"Sentences of the first section of the paper by Student Introducing the T-Test."
"rstpm2";"brcancer";"German breast cancer data from Stata."
"rstpm2";"colon";"Colon cancer."
"rstpm2";"legendre.quadrature.rule.200";"Legendre quadrature rule for n=200."
"rstpm2";"popmort";"Background mortality rates for the colon dataset."
"rsubgroup";"credit.data";"Statlog (German Credit Data) Data Set"
"rsunlight";"sessions";"Congressional sessions, up to the 114th (2015-2016)"
"Rsurrogate";"d_example";"Hypothetical data"
"Rsurrogate";"d_example_surv";"Hypothetical survival data"
"RSurvey";"ex.data";"Example Data Set"
"RSurvey";"ex.project";"Example Project"
"rsvd";"tiger";"Tiger"
"rtdists";"rr98";"Ratcliff and Rouder (1998, Exp. 1) Luminance Discrimination Data"
"rtdists";"speed_acc";"Speed-Accuracy Data from Wagenmakers, Ratcliff, Gomez, & McKoon (2008, Experiment 1)"
"rTensor";"faces_tnsr";"ORL Database of Faces"
"rtext";"prometheus_early";"prometheus early version"
"rtext";"prometheus_late";"prometheus late version"
"RTextTools";"NYTimes";"a sample dataset containing labeled headlines from The New York Times."
"RTextTools";"USCongress";"a sample dataset containing labeled bills from the United State Congress."
"rtide";"brandywine";"Brandywine Tide Height Data"
"rtide";"harmonics";"Harmonics"
"rtide";"monterey";"Monterey Tide Height Data"
"rtip";"LCS2014";"Spanish living conditions survey data for the year 2014"
"rtip";"eusilc2";"Modified synthetic EU-SILC survey data"
"RTOMO";"HEL1D";"One dimensional velocity model for Mt. St. Helens"
"RTOMO";"HELEQ";"Mount Saint Helens Earthquake Cluster associated with the 1980 Eruption"
"RTOMO";"HELMAP";"Geographic map of Mt. St. Helens Summit region"
"RTOMO";"HELMOD";"Tomographic Model of Mt. Saint Helens subsurface"
"RTOMO";"HELsta";"Station locations near Mt. Saint Helens, WA"
"rtracklayer";"cpneTrack";"CPNE1 SNP track"
"rtracklayer";"targets";"microRNA target sites"
"rtrends";"countries";"\"GeoLite2 Countries List\""
"rtrends";"sample_log";"\"Sample Formatted CRAN Log\""
"rtrim";"skylark";"Skylark population data"
"rtrim";"skylark2";"Skylark population data"
"rucrdtw";"synthetic_control";"Synthetic Control Chart Time Series Data Set"
"rugarch";"dji30ret";"data: Dow Jones 30 Constituents Closing Value Log Return"
"rugarch";"dmbp";"data: Deutschemark/British pound Exchange Rate"
"rugarch";"sp500ret";"data: Standard and Poors 500 Closing Value Log Return"
"rugarch";"spyreal";"data: SPDR Standard and Poors 500 Open-Close Daily Return and Realized Kernel Volatility"
"rUnemploymentData";"df_county_unemployment";"A data.frame Containing US County Unemployment Rates"
"rUnemploymentData";"df_state_unemployment";"A data.frame containing US State Unemployment Rates"
"rvalues";"MCMCtest";"MCMC sample output"
"rvalues";"NBA1314";"National Basketball Association, free throw data, 2013-2014 season"
"rvalues";"batavgs";"Batting Averages Data"
"rvalues";"bcwest";"Breast Cancer Gene Expression Data"
"rvalues";"fluEnrich";"Flu Enrichment Data"
"rvalues";"hiv";"HIV Data Set"
"Rvcg";"dummyhead.lm (dummyhead)";"dummyhead - dummy head and landmarks"
"Rvcg";"dummyhead.mesh (dummyhead)";"dummyhead - dummy head and landmarks"
"Rvcg";"humface";"Example mesh and landmarks"
"Rvcg";"humface.lm (humface)";"Example mesh and landmarks"
"RVFam";"rsnpsingene.cor (chr21.SNPs.in.gene.Cor)";"SNP correlation matrix RData"
"RVFam";"snpinfo (chr21snpinfo)";"SNP information RData"
"RVsharing";"ex.ped.mat";"Example genotype data"
"RVsharing";"ped.list";"Example pedigrees"
"rvTDT";"rvTDT.example";"Example data for rvTDT"
"RVtests";"sample.cgeno";"Genotype Counts dataset"
"Rwave";"A0";"Transient Signal"
"Rwave";"A4";"Transient Signal"
"Rwave";"B0";"Transient Signal"
"Rwave";"B4";"Transient Signal"
"Rwave";"C0";"Transient Signal"
"Rwave";"C4";"Transient Signal"
"Rwave";"D0";"Transient Signal"
"Rwave";"D4";"Transient Signal"
"Rwave";"Ekg";"Heart Rate Data"
"Rwave";"HOWAREYOU";"How Are You?"
"Rwave";"HeartRate";"Pixel from Amber Camara"
"Rwave";"W_tilda.1";"Pixel from Amber Camara"
"Rwave";"W_tilda.2";"Pixel from Amber Camara"
"Rwave";"W_tilda.3";"Pixel from Amber Camara"
"Rwave";"W_tilda.4";"Pixel from Amber Camara"
"Rwave";"W_tilda.5";"Pixel from Amber Camara"
"Rwave";"W_tilda.6";"Pixel from Amber Camara"
"Rwave";"W_tilda.7";"Pixel from Amber Camara"
"Rwave";"W_tilda.8";"Pixel from Amber Camara"
"Rwave";"W_tilda.9";"Pixel from Amber Camara"
"Rwave";"YN";"Logarithms of the Prices of Japanese Yen"
"Rwave";"YNdiff";"Daily differences of Japanese Yen"
"Rwave";"amber7";"Pixel from Amber Camara"
"Rwave";"amber8";"Pixel from Amber Camara"
"Rwave";"amber9";"Pixel from Amber Camara"
"Rwave";"back1.000";"Acoustic Returns"
"Rwave";"back1.180";"Acoustic Returns"
"Rwave";"back1.220";"Acoustic Returns"
"Rwave";"backscatter.1.000";"Pixel from Amber Camara"
"Rwave";"backscatter.1.180";"Pixel from Amber Camara"
"Rwave";"backscatter.1.220";"Pixel from Amber Camara"
"Rwave";"ch";"Chen's Chirp"
"Rwave";"chirpm5db.dat";"Pixel from Amber Camara"
"Rwave";"click";"Dolphin Click Data"
"Rwave";"click.asc";"Pixel from Amber Camara"
"Rwave";"noisy.dat";"Pixel from Amber Camara"
"Rwave";"noisywave";"Noisy Gravitational Wave"
"Rwave";"pixel_8.7";"Pixel from Amber Camara"
"Rwave";"pixel_8.8";"Pixel from Amber Camara"
"Rwave";"pixel_8.9";"Pixel from Amber Camara"
"Rwave";"pure.dat";"Pixel from Amber Camara"
"Rwave";"purwave";"Pure Gravitational Wave"
"Rwave";"sig_W_tilda.1";"Pixel from Amber Camara"
"Rwave";"sig_W_tilda.2";"Pixel from Amber Camara"
"Rwave";"sig_W_tilda.3";"Pixel from Amber Camara"
"Rwave";"sig_W_tilda.4";"Pixel from Amber Camara"
"Rwave";"sig_W_tilda.5";"Pixel from Amber Camara"
"Rwave";"signal_W_tilda.1";"Pixel from Amber Camara"
"Rwave";"signal_W_tilda.2";"Pixel from Amber Camara"
"Rwave";"signal_W_tilda.3";"Pixel from Amber Camara"
"Rwave";"signal_W_tilda.4";"Pixel from Amber Camara"
"Rwave";"signal_W_tilda.5";"Pixel from Amber Camara"
"Rwave";"signal_W_tilda.6";"Pixel from Amber Camara"
"Rwave";"signal_W_tilda.7";"Pixel from Amber Camara"
"Rwave";"signal_W_tilda.8";"Pixel from Amber Camara"
"Rwave";"signal_W_tilda.9";"Pixel from Amber Camara"
"Rwave";"yen";"Pixel from Amber Camara"
"Rwave";"yendiff";"Pixel from Amber Camara"
"rWBclimate";"Africa_basin (maps)";"Basin codes for Africa, used in downloading maps"
"rWBclimate";"Africa_country (maps)";"Country codes for all of Africa"
"rWBclimate";"Asia_basin (maps)";"Basin codes for Asia, used in downloading maps"
"rWBclimate";"Asia_country (maps)";"Country codes for all of Asia"
"rWBclimate";"Eur_basin (maps)";"Basin codes for Eur, used in downloading maps"
"rWBclimate";"Eur_country (maps)";"Country codes for all of Eur"
"rWBclimate";"NoAm_basin (maps)";"Basin codes for NoAm, used in downloading maps"
"rWBclimate";"NoAm_country (maps)";"Country codes for all of NoAm"
"rWBclimate";"Oceana_basin (maps)";"Basin codes for Oceana, used in downloading maps"
"rWBclimate";"Oceana_country (maps)";"Country codes for all of Oceana"
"rWBclimate";"SoAm_basin (maps)";"Basin codes for SoAm, used in downloading maps"
"rWBclimate";"SoAm_country (maps)";"Country codes for all of SoAm"
"RWildbook";"vignette_1_data";"Data for the first vignette."
"RWildbook";"vignette_2_data";"Data for the second vignette."
"rworldmap";"coastsCoarse";"A map of world coasts at coarse resolution."
"rworldmap";"countriesCoarse";"a coarse resolution world map, a vector map of 244 country boundaries,suitable for global maps"
"rworldmap";"countriesCoarseLessIslands";"a coarse resolution world map, a vector map of 177 country boundaries, suitable for global maps"
"rworldmap";"countriesLow";"a low resolution world map, a vector map of 244 country boundaries, suitable for zooming in on regions or large global maps"
"rworldmap";"countryExData";"Example dataset for country level data (2008 Environmental Performance Index)"
"rworldmap";"countryRegions";"Regional Classification Table"
"rworldmap";"countrySynonyms";"Synonyms of country names for each ISO 3 letter country code to enable conversion."
"rworldmap";"gridCountriesDegreesHalf";"A gloabl half degree grid specifying the country at each cell"
"rworldmap";"gridCountriesNumeric";"A gloabl half degree grid specifying the country at each cell"
"rworldmap";"gridExData";"Example half degree grid data : population estimates for 2000 from IIASA"
"rworldxtra";"countriesHigh";"a high resolution world map, a vector map of 253 country boundaries"
"rwty";"fungus";"MrBayes output from analysis of Hibbett et al. data"
"rwty";"salamanders";"MrBayes output from analysis of Williams et al. data"
"RxCEcolInf";"stlouis";"Precinct-Level Data from 1993 St. Louis Mayoral Election"
"RxCEcolInf";"texas";"Precinct-level Data, Bush v. Gore, Tex Cong Dist 24"
"rxSeq";"data.A (dt.A)";"Sample data example for autosomal genes"
"rxSeq";"data.X (dt.X)";"Sample data example for X chromosome genes"
"rxSeq";"rcA (dt.A)";"Reformatted data for autosomal set to be used as input to process function"
"rxSeq";"rcX (dt.X)";"Reformatted data for chromosome X set to be used as input to process function"
"rxSeq";"trecase.A.out (dt.A)";"Example of results produced by optimizing step using process function on autosomal genes. Structured as a list."
"rxSeq";"trecase.X.out (dt.X)";"Example of results produced by optimizing step using process function on X chromosome genes. Structured as a list."
"RXshrink";"haldport";"Portland Cement benchmark of Hald(1952)"
"RXshrink";"longley2";"Art Hoerl's update of the infamous Longley(1967) benchmark dataset"
"RXshrink";"mpg";"Hocking(1976) Miles Per Gallon benchmark dataset"
"ryouready";"d.eta";"Sample data set for eta function examples"
"ryouready";"d.ngo";"NGO Dataset"
"ryouready";"d.superiority";"Student self assessment data"
"rysgran";"camargo2001";"Data Frame Containing Sample Weight (Grams) of each Mesh Size (phi units)"
"rysgran";"sed.metric";"Data Frame Containing Sample Weight (Grams) of each Mesh Size (micrometers)"
"rysgran";"sed.phi";"Data Frame Containing Sample Weight (Grams) of each Mesh Size (phi units)"
"s20x";"airpass.df";"International Airline Passengers"
"s20x";"apples.df";"Apples Data"
"s20x";"arousal.df";"Changes in Pupil Size with Emotional Arousal"
"s20x";"beer.df";"US Beer Production"
"s20x";"body.df";"Body Image and Ethnicity"
"s20x";"books.df";"Books Data"
"s20x";"bursary.df";"Bursary Results for Auckland Secondary Schools"
